counts,word,char_count
1,polarize,8.0
1,obliterate,10.0
1,rebuff,6.0
1,beguiling,9.0
1,culprit,7.0
1,indiscretion,12.0
1,condign,7.0
1,malefactor,10.0
1,incompatible,12.0
1,liken,5.0
1,cavalier,8.0
1,shortcut,8.0
1,courteous,9.0
1,maudlin,7.0
1,hedge,5.0
1,inflammatory,12.0
1,lucid,5.0
1,gratitude,9.0
1,indubitable,11.0
1,delude,6.0
1,discard,7.0
1,preliminary,11.0
1,evident,7.0
1,functional,10.0
1,chimera,7.0
1,sleazy,6.0
1,pedagogical,11.0
1,substantiate,12.0
1,tyro,4.0
1,resign,6.0
1,entreat,7.0
1,belabor,7.0
1,transcendent,12.0
1,verdict,7.0
1,unsentimental,13.0
1,pejorative,10.0
1,reconcile,9.0
1,contemplation,13.0
1,invective,9.0
1,insipid,7.0
1,mock,4.0
1,incompetence,12.0
1,insatiable,10.0
1,vehement,8.0
1,vivacity,8.0
1,bemuse,6.0
1,ostentatious,12.0
1,arrest,6.0
1,amenable,8.0
1,finicky,7.0
1,meticulousness,14.0
1,muddle,6.0
1,insulate,8.0
1,nuance,6.0
1,obtuseness,10.0
1,laudable,8.0
1,uphold,6.0
1,entice,6.0
1,rejuvenation,12.0
1,xenophobic,10.0
1,univocal,8.0
1,decadent,8.0
1,seethe,6.0
1,perceptible,11.0
1,polymathic,10.0
1,emancipate,10.0
1,irenic,6.0
1,comprehend,10.0
1,extrapolation,13.0
1,grumble,7.0
1,multifaceted,12.0
1,detestation,11.0
1,madcap,6.0
1,irresolution,12.0
1,debut,5.0
1,deteriorate,11.0
1,rectitude,9.0
1,explicitness,12.0
1,zealotry,8.0
1,denunciation,12.0
1,convivial,9.0
1,mordancy,8.0
1,immerse,7.0
1,limpid,6.0
1,captious,8.0
1,usage,5.0
1,gullible,8.0
1,substitution,12.0
1,astringent,10.0
1,pellucid,8.0
1,surplus,7.0
1,exemplary,9.0
1,grandiose,9.0
1,compartmentalize,16.0
1,metaphorical,12.0
1,acquired,8.0
1,roil,4.0
1,anathema,8.0
1,impermanence,12.0
1,aggrandize,10.0
1,gargantuan,10.0
1,authoritarianism,16.0
1,privation,9.0
1,incinerator,11.0
1,hectic,6.0
1,pedant,6.0
1,backwater,9.0
1,recoil from,11.0
1,artless,7.0
1,sloth,5.0
1,ridicule,8.0
1,inadequacy,10.0
1,espouse,7.0
1,consternation,13.0
1,bludgeon,8.0
1,spark,5.0
1,animus,6.0
1,sentiment,9.0
1,valorize,8.0
1,deft,4.0
1,multitudinous,13.0
1,opinionated,11.0
1,laboriously,11.0
1,satire,6.0
1,murky,5.0
1,fissure,7.0
1,exile,5.0
1,coincident,10.0
1,fault,5.0
1,forsake,7.0
1,thorough,8.0
1,ungainly,8.0
1,underscore,10.0
1,parochialism,12.0
1,trustee,7.0
1,cogent,6.0
1,anchor,6.0
1,imprudent,9.0
1,cowardly,8.0
1,on that/this score,18.0
1,credence,8.0
1,upbeat,6.0
1,apprehend,9.0
1,discernment,11.0
1,denigrate,9.0
1,wondrous,8.0
1,kinship,7.0
1,endowment,9.0
1,rant,4.0
1,import,6.0
1,pertinacity,11.0
1,malodorous,10.0
1,fragility,9.0
1,divert,6.0
1,experimental,12.0
1,causality,9.0
1,detachment,10.0
1,propitiate,10.0
1,lurid,5.0
1,proselytizer,12.0
1,fathomless,10.0
1,camaraderie,11.0
1,redolent,8.0
1,imprecision,11.0
1,dissident,9.0
1,transparent,11.0
1,partiality,10.0
1,rebuke,6.0
1,utopia,6.0
1,grimy,5.0
1,cachet,6.0
1,slant,5.0
1,consort,7.0
1,suppleness,10.0
1,design,6.0
1,feasible,8.0
1,recapitulation,14.0
1,belligerence,12.0
1,somber,6.0
1,exiguity,8.0
1,regurgitate,11.0
1,impassive,9.0
1,shun,4.0
1,evanescence,11.0
1,animadversion,13.0
1,rambling,8.0
1,antecedent,10.0
1,indict,6.0
1,unrelenting,11.0
1,nurturant,9.0
1,novice,6.0
1,definitive,10.0
1,damp,4.0
1,censorious,10.0
1,untenable,9.0
1,fall short,10.0
1,glorification,13.0
1,haunted,7.0
1,philistine,10.0
1,disposition,11.0
1,pseudonym,9.0
1,deadpan,7.0
1,prophylactic,12.0
1,eclecticism,11.0
1,turgid,6.0
1,hackneyedness,13.0
1,keep at bay,11.0
1,ponderous,9.0
1,vernacular,10.0
1,outskirt,8.0
1,bombshell,9.0
1,lambaste,8.0
1,straits,7.0
1,sever,5.0
1,conflate,8.0
1,disown,6.0
1,eclectic,8.0
1,valedictory,11.0
1,umbrage,7.0
1,shift,5.0
1,disquisition,12.0
1,abject,6.0
1,avow,4.0
1,trickster,9.0
1,epilogue,8.0
1,slapdash,8.0
1,modicum,7.0
1,discreet,8.0
1,celebrated,10.0
1,crassness,9.0
1,cherished,9.0
1,vengeful,8.0
1,solicitous,10.0
1,neutral,7.0
1,endeavor,8.0
1,humble,6.0
1,deadlock,8.0
1,moribund,8.0
1,wistful,7.0
1,perfidiousness,14.0
1,credible,8.0
1,clogged,7.0
1,permeable,9.0
1,deprecatory,11.0
1,backhanded,10.0
1,canny,5.0
1,infuriate,9.0
1,purview,7.0
1,austere,7.0
1,lucubration,11.0
1,stern,5.0
1,inductive,9.0
1,bumble,6.0
1,conducive,9.0
1,hail,4.0
1,anecdote,8.0
1,salubrious,10.0
1,conjure,7.0
1,unencumbered,12.0
1,salience,8.0
1,jockey,6.0
1,intrepid,8.0
1,metaphoric,10.0
1,violate,7.0
1,conservatism,12.0
1,concoct,7.0
1,superannuation,14.0
1,antiquarian,11.0
1,fade,4.0
1,contravene,10.0
1,solidarity,10.0
1,plod,4.0
1,theatrics,9.0
1,abhor,5.0
1,predecessor,11.0
1,animate,7.0
1,innocent,8.0
1,contradictory,13.0
1,dissemblance,12.0
1,oust,4.0
1,hubristic,9.0
1,bighearted,10.0
1,provocation,11.0
1,insurmountable,14.0
1,injudicious,11.0
1,monotonous,10.0
1,prestige,8.0
1,ministration,12.0
1,tweak,5.0
1,marvel,6.0
1,overhaul,8.0
1,shy away,8.0
1,enormity,8.0
1,stringent,9.0
1,impolitic,9.0
1,enervated,9.0
1,placate,7.0
1,underestimate,13.0
1,castigate,9.0
1,adversary,9.0
1,quandary,8.0
1,diversity,9.0
1,fiery,5.0
1,staunch,7.0
1,rarefied,8.0
1,precociousness,14.0
1,perishable,10.0
1,stridency,9.0
1,demur,5.0
1,garrulity,9.0
1,embody,6.0
1,credibility,11.0
1,preachy,7.0
1,overrate,8.0
1,soothe,6.0
1,glib,4.0
1,abstinence,10.0
1,qualitative,11.0
1,imitate,7.0
1,elitist,7.0
1,petrify,7.0
1,expiation,9.0
1,precipitate,11.0
1,odd,3.0
1,largesse,8.0
1,measured,8.0
1,fanciful,8.0
1,retaliate,9.0
1,unambiguous,11.0
1,fatiguing,9.0
1,incompatibility,15.0
1,acrimonious,11.0
1,kinetic,7.0
1,unassailable,12.0
1,probity,7.0
1,nefariousness,13.0
1,impulsive,9.0
1,chagrin,7.0
1,occlude,7.0
1,fawn,4.0
1,conform,7.0
1,untether,8.0
1,evenhandedness,14.0
1,diminutive,10.0
1,obviates,8.0
1,inception,9.0
1,querulous,9.0
1,exculpation,11.0
1,overture,8.0
1,fatigue,7.0
1,pretext,7.0
1,deviate from,12.0
1,coax,4.0
1,sophist,7.0
1,peregrination,13.0
1,adjudicate,10.0
1,uncompromising,14.0
1,objectionable,13.0
1,accession （to）,14.0
1,affliction,10.0
1,shackle,7.0
1,mitigation,10.0
1,hatred,6.0
1,apocalyptic,11.0
1,bereft (of),11.0
1,estranged,9.0
1,fractiousness,13.0
1,guild,5.0
1,all the more,12.0
1,introspection,13.0
1,exclusively,11.0
1,benighted,9.0
1,feeble,6.0
1,antedate,8.0
1,stance,6.0
1,unremarkable,12.0
1,glamorous,9.0
1,lethargy,8.0
1,diverge,7.0
1,incite,6.0
1,antagonize,10.0
1,undisciplined,13.0
1,membrane,8.0
1,plain,5.0
1,disinclination,14.0
1,opportune,9.0
1,identical,9.0
1,fealty,6.0
1,ponderousness,13.0
1,revisionist,11.0
1,hortatory,9.0
1,drawback,8.0
1,pretension,10.0
1,forbearing,10.0
1,contingent,10.0
1,hyperbole,9.0
1,acquiescent,11.0
1,polymath,8.0
1,halt,4.0
1,abet,4.0
1,promote,7.0
1,clement,7.0
1,facet,5.0
1,flummox,7.0
1,coveted,7.0
1,antithetical,12.0
1,evoke,5.0
1,meander,7.0
1,detritus,8.0
1,heresy,6.0
1,materialism,11.0
1,crisp,5.0
1,decimal,7.0
1,emendation,10.0
1,perspicacity,12.0
1,reign,5.0
1,vacant,6.0
1,megalomania,11.0
1,culmination,11.0
1,discrepancy,11.0
1,calamitous,10.0
1,at a premium,12.0
1,onset,5.0
1,selective,9.0
1,suggest,7.0
1,exclude,7.0
1,vexatious,9.0
1,cinch,5.0
1,exorbitance,11.0
1,absolve,7.0
1,dispassionate,13.0
1,gradient,8.0
1,squelch,7.0
1,dominant,8.0
1,egotistical,11.0
1,abomination,11.0
1,totemic,7.0
1,trifling,8.0
1,venerable,9.0
1,astuteness,10.0
1,divergence,10.0
1,enchanting,10.0
1,layperson,9.0
1,lavish,6.0
1,peripatetic,11.0
1,savior,6.0
1,snub,4.0
1,deter,5.0
1,scrupulous(ness),16.0
1,repository,10.0
1,abate,5.0
1,cavil,5.0
1,prune,5.0
1,mandatory,9.0
1,grouchiness,11.0
1,pessimistic,11.0
1,complimentary,13.0
1,scant,5.0
1,duplicitous,11.0
1,slur,4.0
1,sleek,5.0
1,impertinence,12.0
1,truism,6.0
1,neutralized,11.0
1,square,6.0
1,reminiscence,12.0
1,electorate,10.0
1,unconscious,11.0
1,retract,7.0
1,contingency,11.0
1,stringency,10.0
1,fuel,4.0
1,exhaustion,10.0
1,compromise,10.0
1,tactless,8.0
1,snag,4.0
1,unfeeling,9.0
1,get in the way,14.0
1,vicious,7.0
1,eloquent,8.0
1,transgress,10.0
1,disorienting,12.0
1,wariness,8.0
1,particularize,13.0
1,arrogance,9.0
1,sift from,9.0
1,flummery,8.0
1,baseless,8.0
1,sensuous,8.0
1,churlish,8.0
1,eulogize,8.0
1,virtue,6.0
1,egotist,7.0
1,wrest,5.0
1,ostentatiousness,16.0
1,stigma,6.0
1,supposition,11.0
1,sanity,6.0
1,self-effacing,13.0
1,fleeting,8.0
1,standstill,10.0
1,integrate,9.0
1,churn,5.0
1,multifarious,12.0
1,assault,7.0
1,puerile,7.0
1,scathing,8.0
1,foreground,10.0
1,misinterpretation,17.0
1,nonchalance,11.0
1,awkward,7.0
1,aberrant,8.0
1,slump,5.0
1,exhaustiveness,14.0
1,plunder,7.0
1,fraught,7.0
1,salacious,9.0
1,vulgarity,9.0
1,stimulate,9.0
1,exposition,10.0
1,intelligible,12.0
1,bristle,7.0
1,hostile,7.0
1,naivety,7.0
1,gravity,7.0
1,overarching,11.0
1,predominant,11.0
1,tedium,6.0
1,unflagging,10.0
1,warmhearted,11.0
1,parameter,9.0
1,placid,6.0
1,acquiescence（to）,16.0
1,guilelessness,13.0
1,hasty,5.0
1,gloat,5.0
1,passionate,10.0
1,stand out from the,18.0
1,negotiate,9.0
1,omnivorous,10.0
1,surmise,7.0
1,upend,5.0
1,brackish,8.0
1,insulting,9.0
1,wayward,7.0
1,infelicity,10.0
1,dramatic,8.0
1,trajectory,10.0
1,presumption,11.0
1,corruption,10.0
1,palliative,10.0
1,teem,4.0
1,scaremonger,11.0
1,Indiscriminate,14.0
1,cataclysmic,11.0
1,tantalize,9.0
1,qualify,7.0
1,unsettling,10.0
1,counterintuitive,16.0
1,cajole,6.0
1,omnipresence,12.0
1,aver,4.0
1,snappish,8.0
1,unpretentious,13.0
1,exude,5.0
1,symmetrically,13.0
1,dissension,10.0
1,contemplate,11.0
1,impotency,9.0
1,unkempt,7.0
1,validity,8.0
1,yield to,8.0
1,peculiarity,11.0
1,complicate,10.0
1,presume,7.0
1,omnipresent,11.0
1,proffer,7.0
1,gaiety,6.0
1,improvisation,13.0
1,blatant,7.0
1,triteness,9.0
1,lurk,4.0
1,palliate,8.0
1,readable,8.0
1,shrewd,6.0
1,ripple,6.0
1,fervent,7.0
1,detract,7.0
1,pedantic,8.0
1,unavoidable,11.0
1,imperious,9.0
1,old-timer,9.0
1,hew to,6.0
1,unyielding,10.0
1,proscription,12.0
1,revival,7.0
1,incorporated,12.0
1,smother,7.0
1,venture,7.0
1,prolixity,9.0
1,elephantine,11.0
1,persistence,11.0
1,qualification,13.0
1,stiffen,7.0
1,irk,3.0
1,impasse,7.0
1,laudatory,9.0
1,embolden,8.0
1,bog down,8.0
1,implement,9.0
1,imperative,10.0
1,mysterious,10.0
1,taint,5.0
1,noteworthy,10.0
1,fret,4.0
1,connotation,11.0
1,succumb to,10.0
1,commensurate,12.0
1,remarkable,10.0
1,rebellious,10.0
1,abbreviate,10.0
1,flip,4.0
1,grandeur,8.0
1,recant,6.0
1,labyrinth,9.0
1,boorish,7.0
1,platitudinous,13.0
1,reverence,9.0
1,expenditure,11.0
1,revelation,10.0
1,peer,4.0
1,solace,6.0
1,facetious,9.0
1,chastise,8.0
1,obfuscation,11.0
1,extraction,10.0
1,spiteful,8.0
1,lopsided,8.0
1,incommensurable,15.0
1,irreversible,12.0
1,tortuous,8.0
1,chaos,5.0
1,demanding,9.0
1,rattle,6.0
1,fury,4.0
1,synopsis,8.0
1,heterogeneously,15.0
1,unwarranted,11.0
1,brazen,6.0
1,critique,8.0
1,assuming,8.0
1,spate,5.0
1,flippancy,9.0
1,tease apart,11.0
1,discriminatory,14.0
1,list,4.0
1,buoy,4.0
1,absolute,8.0
1,capitulate,10.0
1,disparateness,13.0
1,disclose,8.0
1,deem,4.0
1,pitfall,7.0
1,testimony,9.0
1,underlying,10.0
1,picky,5.0
1,leach,5.0
1,elemental,9.0
1,bureaucratic,12.0
1,incommensurate,14.0
1,validation,10.0
1,satirize,8.0
1,momentous,9.0
1,peripheral,10.0
1,tedious,7.0
1,peddle,6.0
1,voluminous,10.0
1,acerbic,7.0
1,parochial,9.0
1,revealing,9.0
1,patriotism,10.0
1,bar,3.0
1,apropos,7.0
1,convergent,10.0
1,profligate,10.0
1,cagey,5.0
1,florid,6.0
1,subversive,10.0
1,jubilant,8.0
1,naysayer,8.0
1,panache,7.0
1,avant-garde,11.0
1,paradoxical,11.0
1,make the grade,14.0
1,knotty,6.0
1,irrational,10.0
1,verification,12.0
1,detach,6.0
1,nepotism,8.0
1,preponderance,13.0
1,converge,8.0
1,demeanor,8.0
1,remuneration,12.0
1,accession（to）,13.0
1,disproportionate,16.0
1,austerity,9.0
1,numinous,8.0
1,annihilate,10.0
1,nepotistic,10.0
1,retrenchment,12.0
1,purport,7.0
1,warp,4.0
1,culinary,8.0
1,imminent,8.0
1,marketable,10.0
1,precocity,9.0
1,forswear,8.0
1,stunning,8.0
1,notwithstanding,15.0
1,burgeon,7.0
1,pushover,8.0
1,falsity,7.0
1,pious,5.0
1,obdurate,8.0
1,invalidate,10.0
1,succor,6.0
